compound_ref,target_bacterium,activity_label,relation,activity_type,activity_value,activity_unit,source
C_1893,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1894,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1895,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1896,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1897,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1898,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1899,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1900,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1901,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1902,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1903,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1904,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1905,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1906,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1907,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1908,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1909,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1910,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1911,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1912,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1913,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1914,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1915,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1916,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1917,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1918,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1919,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1920,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1921,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1922,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1923,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1924,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1925,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1926,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1927,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1928,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1929,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1930,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1931,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1932,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1933,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1934,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1935,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1936,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1937,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1938,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1939,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1940,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1941,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1942,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1943,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1944,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1945,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1946,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1947,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1948,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1949,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1950,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1951,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1952,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1953,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1954,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1955,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1956,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1957,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1958,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1959,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1960,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1961,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1962,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1963,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1964,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1965,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1966,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1967,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1968,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1969,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1970,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_1971,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1972,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1973,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1974,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1975,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1976,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1977,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1978,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1979,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1980,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1981,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1982,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1983,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1984,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1985,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1986,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1987,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1988,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1989,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1990,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1991,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1992,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1993,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1994,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1995,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1996,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1997,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1998,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_1999,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2000,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2001,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2002,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2003,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2004,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2005,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2006,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2007,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2008,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2009,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2010,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2011,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2012,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2013,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2014,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2015,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2016,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2017,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2018,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2019,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2020,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2021,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2022,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2023,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2024,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2025,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2026,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2027,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2028,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2029,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2030,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2031,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2032,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2033,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2034,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2035,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2036,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2037,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2038,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2039,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2040,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2041,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2042,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2043,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2044,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2045,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2046,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2047,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2048,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2049,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2050,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2051,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2052,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2053,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2054,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2055,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2056,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2057,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2058,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2059,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2060,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2061,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2062,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2063,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2064,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2065,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2066,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2067,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2068,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2069,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2070,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2071,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2072,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2073,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2074,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2075,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2076,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2077,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2078,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2079,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2080,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2081,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2082,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2083,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2084,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2085,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2086,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2087,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2088,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2089,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2090,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2091,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2092,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2093,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2094,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2095,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2096,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2097,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2098,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2099,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2100,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2101,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2102,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2103,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2104,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2105,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2106,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2107,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2108,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2109,B_1,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2110,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2111,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2112,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2113,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2114,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2115,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2116,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2117,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2118,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2119,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2120,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2121,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2122,B_1,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2123,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2124,B_1,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2125,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2126,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2127,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2128,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2129,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2130,B_3,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2131,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2132,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2133,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2134,B_4,1,ACTIVE_AGAINST,MIC,8.0,,edges_compound_bacterium
C_2135,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2136,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2137,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2138,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2139,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2140,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2142,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2143,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2144,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2145,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2146,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2147,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2148,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2149,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2150,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2151,B_6,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2152,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2153,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2154,B_1,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2155,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2156,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2157,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2158,B_5,1,ACTIVE_AGAINST,MIC,0.5,,edges_compound_bacterium
C_2159,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2161,B_7,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2162,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2163,B_5,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2164,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2165,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2166,B_1,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2167,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2168,B_4,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2169,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2170,B_1,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2171,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2172,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2173,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2174,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2175,B_5,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2176,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2177,B_8,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2178,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2179,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2180,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2181,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2182,B_1,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2183,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2184,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2185,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2186,B_5,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2187,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2188,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2189,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2190,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2191,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2192,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2193,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2194,B_9,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2195,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2196,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2197,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2198,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2199,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2200,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2201,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2202,B_6,1,ACTIVE_AGAINST,MIC,16.0,,edges_compound_bacterium
C_2203,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2205,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2206,B_1,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2207,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2208,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2209,B_10,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2210,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2211,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2212,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2213,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2214,B_8,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2215,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2216,B_1,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2217,B_3,1,ACTIVE_AGAINST,MIC,4.0,,edges_compound_bacterium
C_2218,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2219,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2220,B_5,1,ACTIVE_AGAINST,MIC,2.0,,edges_compound_bacterium
C_2222,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_2223,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2224,B_2,1,ACTIVE_AGAINST,MIC,8.0,,edges_compound_bacterium
C_2225,B_1,1,ACTIVE_AGAINST,MIC,16.0,,edges_compound_bacterium
C_2226,B_2,1,ACTIVE_AGAINST,MIC,4.0,,edges_compound_bacterium
C_2227,B_11,1,ACTIVE_AGAINST,MIC,2.0,,edges_compound_bacterium
C_2228,B_12,1,ACTIVE_AGAINST,MIC,8.0,,edges_compound_bacterium
C_2229,B_1,1,ACTIVE_AGAINST,MIC,32.0,,edges_compound_bacterium
C_2230,B_2,1,ACTIVE_AGAINST,MIC,8.0,,edges_compound_bacterium
C_2231,B_13,1,ACTIVE_AGAINST,MIC,16.0,,edges_compound_bacterium
C_2232,B_2,1,ACTIVE_AGAINST,MIC,16.0,,edges_compound_bacterium
C_2233,B_1,1,ACTIVE_AGAINST,MIC,32.0,,edges_compound_bacterium
C_2234,B_2,1,ACTIVE_AGAINST,MIC,32.0,,edges_compound_bacterium
C_2235,B_1,1,ACTIVE_AGAINST,MIC,64.0,,edges_compound_bacterium
C_2236,B_11,1,ACTIVE_AGAINST,MIC,8.0,,edges_compound_bacterium
C_2237,B_13,1,ACTIVE_AGAINST,MIC,16.0,,edges_compound_bacterium
C_2238,B_14,1,ACTIVE_AGAINST,MIC,16.0,,edges_compound_bacterium
C_2239,B_12,1,ACTIVE_AGAINST,MIC,8.0,,edges_compound_bacterium
C_2240,B_11,1,ACTIVE_AGAINST,MIC,4.0,,edges_compound_bacterium
C_2241,B_15,1,ACTIVE_AGAINST,MIC,16.0,,edges_compound_bacterium
C_2242,B_2,0,INACTIVE_AGAINST,MIC,128.0,,edges_compound_bacterium
C_2243,B_1,0,INACTIVE_AGAINST,MIC,256.0,,edges_compound_bacterium
C_2244,B_2,0,INACTIVE_AGAINST,MIC,256.0,,edges_compound_bacterium
C_2245,B_1,0,INACTIVE_AGAINST,MIC,128.0,,edges_compound_bacterium
C_2246,B_1,0,INACTIVE_AGAINST,MIC,512.0,,edges_compound_bacterium
C_2247,B_2,0,INACTIVE_AGAINST,MIC,256.0,,edges_compound_bacterium
C_2248,B_12,0,INACTIVE_AGAINST,MIC,256.0,,edges_compound_bacterium
C_2249,B_1,0,INACTIVE_AGAINST,MIC,256.0,,edges_compound_bacterium
C_2250,B_1,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2251,B_16,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2252,B_13,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_2253,B_2,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
CHEMBL98,Staphylococcus aureus,,ACTIVITY,IC50,540000.0,nM,chembl_amr_activities
CHEMBL232053,Staphylococcus aureus,,ACTIVITY,IC50,28000.0,nM,chembl_amr_activities
CHEMBL164,Staphylococcus aureus,,ACTIVITY,IC50,3000.0,nM,chembl_amr_activities
CHEMBL8260,Staphylococcus aureus,,ACTIVITY,IC50,3000.0,nM,chembl_amr_activities
